Channel,imaqtpie,Reckful,RatedEpicz,LIRIK,Nightblue3,nl_Kripp,Meteos,sneakylol,Doublelift,Amaz,IzakOOO,SilverName,Castro_1021,TimTheTatman,YoDa,CohhCarnage,hanryang1125,Dyrus
Language,English,English,English,English,English,English,English,English,English,English,Polish,Russian,English,English,Portuguese,English,Korean,English
2017-07-07,0,35626,0,129982,37978,57814,29879,0,0,35935,26949,38229,57720,101522,83396,21729,0,18196
2017-07-08,62478,0,0,155782,16446,45187,0,0,0,0,29683,0,32337,56695,96577,29455,53795,63548
2017-07-09,198159,31885,0,221937,49677,41140,0,0,0,0,41293,0,0,0,57801,35299,56819,76584
2017-07-10,204748,0,0,183823,66314,78691,21085,0,17503,48762,3363,52064,33560,52094,212070,51317,58888,67368
2017-07-11,159061,68997,0,172505,2653,87149,0,0,38761,22497,0,0,33367,96690,175825,46840,33540,42130
2017-07-12,171313,7587,0,19557,55321,75970,0,0,46435,40602,0,41352,29388,103208,152136,38976,74137,48722
2017-07-13,169775,43431,0,38809,44827,53885,0,0,36110,45840,23406,0,23012,100090,154610,43461,57358,8436
2017-07-14,0,44589,0,218392,29114,67502,0,0,31154,43624,22482,0,34927,93280,175525,47104,0,1149
2017-07-15,113032,25102,0,221101,11019,46887,7110,0,0,11839,3755,37478,25448,0,73658,51938,62441,0
2017-07-16,93112,8152,0,171792,49866,70761,0,0,0,19783,480448,0,0,0,0,40765,63231,0
2017-07-17,174691,0,0,199157,49987,54091,39340,0,0,37929,484420,49209,32082,47531,0,39833,54466,24667
2017-07-18,32178,29323,0,232199,24699,79024,0,57406,0,0,531440,25959,24849,109171,84784,36611,55995,64805
2017-07-19,152855,34417,0,159205,0,72199,0,45598,0,0,554002,0,23161,90034,223617,33910,47994,12875
2017-07-20,175878,0,0,26882,1082,79682,0,34366,18907,0,0,0,29752,92844,154165,39130,53530,30950
2017-07-21,0,0,0,236798,21146,39541,1848,20965,55060,0,447414,0,0,80056,111262,64711,0,34313
2017-07-22,69063,32103,0,232795,0,67719,2134,29011,46449,0,600492,40959,0,56553,0,46524,50100,21260
2017-07-23,80370,13765,0,219864,0,64670,12913,37838,0,0,165271,40986,0,0,0,55312,55669,62010
2017-07-24,185663,0,0,230209,28679,56108,0,0,0,0,0,33271,0,59111,43278,70558,49153,26268
2017-07-25,184495,13096,0,353002,29627,77905,0,36616,0,0,5943,0,0,92726,141830,53741,45883,67402
2017-07-26,177926,18408,0,243024,11122,62843,0,35609,22060,0,0,59599,0,125967,121589,56039,49433,93821
2017-07-27,69385,47430,0,24505,34667,45416,3629,35450,26163,0,20676,36045,0,111761,187387,65558,49259,81572
2017-07-28,0,37325,0,153188,39986,47173,0,25382,25208,0,2550,52264,0,128839,143309,42098,0,67935
2017-07-29,59597,0,0,205162,37584,50297,0,52851,0,0,0,0,19297,61156,97221,69203,63511,567
2017-07-30,121259,0,0,236689,50880,51852,0,0,28117,0,0,54975,23520,0,0,115284,49131,99549
2017-07-31,163581,21126,0,231977,21617,71555,0,54976,0,31593,0,51351,0,42048,130482,70034,51772,33734
2017-08-01,174016,21960,0,241327,34761,83816,0,35961,3546,36264,25123,0,0,88053,102053,56501,65907,79100
2017-08-02,118489,2215,0,225327,34223,55036,0,28778,21483,37070,0,41021,0,97195,111268,52012,48883,92200
2017-08-03,79355,54995,0,29845,21967,55923,15221,31083,0,51369,0,31904,16550,114550,113265,59355,55443,75215
2017-08-04,51112,624,0,214656,35588,62620,0,26247,21711,43487,0,0,12805,118213,123415,72617,0,59070
2017-08-05,89925,62730,0,320537,0,43760,0,29128,0,0,0,0,14577,38600,115327,80855,56706,487
2017-08-06,126852,45273,0,381742,0,52469,0,0,0,0,0,0,0,0,0,87153,64498,61524
2017-08-07,129990,0,0,267466,50065,60438,5500,51139,0,81656,13285,0,13986,31971,61842,69297,59056,27191
2017-08-08,173382,126422,0,256300,0,44933,20317,44159,0,74660,0,4452,13689,92658,112478,125247,58797,47555
2017-08-09,188640,0,0,207474,0,38526,0,33303,0,72011,34597,0,0,103643,168006,69194,53741,26294
2017-08-10,116986,52357,0,40557,0,527397,0,20763,26784,176528,28292,3485,29315,88490,129156,75715,57182,48454
2017-08-11,0,69054,0,224951,0,400365,15399,0,0,122749,20322,0,0,94247,138135,84454,0,4513
2017-08-12,57542,0,0,178008,9261,144171,0,22941,0,52660,2746,8480,0,64043,131266,90135,52503,50171
2017-08-13,36653,50685,0,197717,0,168263,0,0,0,0,0,0,0,0,0,121218,63351,39325
2017-08-14,186821,29241,0,200156,0,159580,30717,43133,0,65966,43498,0,403,43665,28247,96919,0,29909
2017-08-15,144099,42684,0,54281,38899,127041,0,43447,0,69709,32329,0,0,109948,119966,63429,77376,50801
2017-08-16,132557,76339,0,212934,0,130917,0,0,62878,42645,38751,0,17528,104956,119314,65922,60729,0
2017-08-17,189041,0,0,39296,0,121831,7794,36632,0,64901,44916,0,0,104796,113233,27928,74253,0
2017-08-18,0,39984,0,252709,45816,112442,7593,28833,0,86451,42333,0,22145,88591,156902,40703,55739,30134
2017-08-19,86152,84223,0,232736,0,134438,0,33616,12549,57279,41750,0,9701,0,84223,26278,0,36541
2017-08-20,83617,34867,0,290498,25104,133379,8995,0,37107,0,52903,0,12894,0,95774,84627,78900,0
2017-08-21,193149,61111,0,223566,0,125017,0,58807,0,0,8027,119950,0,7874,11269,86808,87580,22284
2017-08-22,185291,39285,0,209309,0,99529,0,23872,0,30416,0,0,11942,3539,119716,50619,61240,75738
2017-08-23,189651,11681,0,253114,0,90584,0,30440,29567,0,0,118841,0,0,146437,50145,71022,70415
2017-08-24,162866,36442,0,23285,134729,89087,0,34077,0,121440,55586,84893,6570,0,96399,76558,47406,81304
2017-08-25,0,1109,0,178124,164116,106420,0,19878,26911,65659,23500,94651,16888,3523,133344,81942,42983,80154
2017-08-26,5338,114644,0,212408,206004,89455,0,0,0,0,50792,82113,5534,5855,126251,89065,50278,44661
2017-08-27,173025,62870,0,0,0,89945,0,0,0,0,27834,113583,0,0,36261,89935,47743,0
2017-08-28,164512,74685,0,249746,198410,99277,6480,95302,0,51028,22283,102256,13740,52487,0,81270,0,28789
2017-08-29,157933,51439,0,193725,264402,82976,13418,32390,0,46251,33567,113018,12217,92994,90204,58092,56080,57830
2017-08-30,174748,31578,0,246322,91924,79017,9730,22712,0,40419,23673,0,0,94512,118105,75412,59340,0
2017-08-31,179960,8228,0,62962,0,85762,8345,37940,0,73962,0,87735,0,69422,0,45460,63532,33585
2017-09-01,0,43581,0,179545,256399,78604,7286,31119,0,68348,0,0,9730,139922,0,72800,55768,105603
2017-09-02,98254,24398,0,187537,69448,93834,0,45195,0,48425,0,0,12491,50110,0,100976,65628,43314
2017-09-03,57000,47170,0,262975,0,59836,0,0,0,53721,0,0,0,0,0,87698,131652,0
2017-09-04,170988,30867,0,231871,65742,61160,9000,58935,0,73393,0,110291,16680,55305,0,84766,104777,41959
2017-09-05,145827,195365,0,270502,54025,85892,7803,51736,0,0,25617,125399,23608,92073,0,80709,60712,95973
2017-09-06,169225,96519,0,349975,0,83512,5197,16406,0,44196,35115,124615,1719,77736,0,63110,58736,83795
2017-09-07,211652,20335,0,81354,63055,53961,6727,48434,0,8233,14777,100622,14760,90988,51948,75275,57609,64719
2017-09-08,0,0,0,180855,0,74164,6612,0,0,38819,9454,108976,4785,82502,101711,53329,65371,53336
2017-09-09,102949,52208,0,182358,0,65438,0,27972,35747,0,16771,88744,0,53572,54365,47107,72213,34559
2017-09-10,53754,18010,0,210223,68404,50175,0,0,0,0,0,129080,0,0,0,67677,0,33867
2017-09-11,207736,0,0,228681,0,57798,2737,0,0,67546,0,128708,0,26853,0,62007,72930,15745
2017-09-12,159682,54704,0,209833,53211,77165,10126,0,0,5770,0,184955,0,124302,20744,55157,70376,78759
2017-09-13,169513,0,0,140531,0,44472,5632,72079,0,44874,0,92590,0,72963,46808,29816,57644,79506
2017-09-14,156849,43291,0,15783,45252,72718,6030,39594,0,41295,25655,0,22360,82148,99320,141615,68975,46522
2017-09-15,0,0,0,188108,0,49860,6087,67612,0,57333,35073,128498,20094,98797,98844,96301,0,17896
2017-09-16,189031,75696,0,190459,61613,57246,0,49315,0,0,54359,0,20133,72270,57057,110778,69622,29842
2017-09-17,200633,0,0,192765,0,60795,0,52494,0,20268,30336,0,0,0,0,118434,69066,48890
2017-09-18,172341,0,0,194488,54390,57800,8200,0,0,32894,0,0,0,34928,7545,110391,58949,14649
2017-09-19,185881,83849,0,173744,0,55738,6296,0,0,61485,27436,145087,26107,81491,125414,102125,66136,60325
2017-09-20,156007,0,0,160787,55862,68547,5482,0,0,43045,34472,83740,99382,84859,154159,25143,51192,66394
2017-09-21,214701,0,0,14335,0,52947,5847,0,0,65113,28049,81532,204835,111001,110754,78158,0,71333
2017-09-22,0,73131,0,178960,0,52374,7728,0,0,20687,31860,0,129601,106285,119973,91115,0,18725
2017-09-23,216030,0,0,197665,0,65993,0,0,0,0,79237,119815,123476,59351,97956,82726,59647,16099
2017-09-24,173345,72320,0,197851,0,53444,0,0,0,0,38837,95998,12928,0,0,84889,80166,44327
2017-09-25,185259,29003,0,205773,0,68745,830,0,0,72361,16849,105619,160425,38222,3746,80520,70211,24013
2017-09-26,198512,0,0,188159,0,77611,5720,0,0,59576,7979,88017,134584,86512,79219,70589,60014,73744
2017-09-27,162210,0,0,218471,0,66782,6779,0,0,48078,74116,81014,135072,94966,0,72010,70278,31598
2017-09-28,244467,0,0,45455,0,56522,4413,0,0,42093,81963,112910,127311,95735,18353,53170,66045,54713
2017-09-29,0,0,0,228798,0,46496,5687,0,0,48165,12517,0,130711,89689,174428,48077,0,31538
2017-09-30,219564,0,0,48758,0,57414,19221,0,0,0,39420,73825,107746,81896,68718,88185,63351,0
2017-10-01,250852,0,0,267485,4620,57515,0,0,0,33181,85943,118172,0,0,0,91535,83863,17871
2017-10-02,208805,187262,0,282916,0,71952,854,0,0,74118,23964,95226,125251,45674,26691,54151,58834,62948
2017-10-03,218014,0,0,202669,0,51103,7205,0,0,19033,7506,88264,90576,97967,126476,43408,67498,31695
2017-10-04,204425,187038,0,233090,0,68687,7326,0,0,49029,84663,93803,104520,96884,74730,52515,0,75323
2017-10-05,209919,0,0,25105,27470,54938,6041,0,0,49714,50039,0,105062,72061,0,73437,46913,84469
2017-10-06,0,130687,0,184604,0,53809,5500,0,0,54905,0,94809,102317,114523,170914,40400,0,70202
2017-10-07,137461,0,0,187011,72188,49631,4170,0,0,0,0,66836,103248,61381,96847,74681,71329,37715
2017-10-08,120257,242904,0,164858,44424,69877,0,0,0,0,0,106099,0,0,78790,66868,85563,19996
2017-10-09,189781,0,0,178741,0,56123,1513,0,0,48089,9322,0,101001,48632,52132,12430,77296,82738
2017-10-10,232602,0,0,250584,0,69371,9104,0,0,49183,14131,75521,88302,108580,109127,63301,54938,59952
2017-10-11,199448,206246,0,211511,0,70016,8645,0,0,37939,23188,63278,100920,85403,48582,99893,55007,99574
2017-10-12,224210,0,0,19208,0,54882,20669,0,0,49466,42300,97473,109450,96172,0,92003,89363,6897
2017-10-13,0,242031,0,202327,68596,42259,5554,0,0,45835,44156,38674,104966,104591,48209,142746,67509,30283
2017-10-14,209492,0,0,208705,0,55884,6700,0,0,317,36369,0,94326,50642,119230,132962,59676,26182
2017-10-15,138462,138652,0,191019,80021,50036,0,0,0,0,134550,0,0,0,10399,131725,66030,72355
2017-10-16,198313,0,0,137598,0,49121,1270,0,0,28033,14492,0,94668,57721,0,219676,55537,102203
2017-10-17,160409,0,0,271465,0,64116,7752,0,0,19960,21843,93088,75910,105693,0,133407,50192,63112
2017-10-18,223042,280240,0,220364,0,0,10150,0,0,46202,37650,65973,71918,155987,0,158642,0,28187
2017-10-19,0,0,0,23675,0,0,8634,0,0,47123,0,130161,97561,0,0,99846,10888,24352
2017-10-20,0,0,0,24334,95898,35832,15619,0,0,133252,0,0,120795,0,1549,68577,11759,104
2017-10-21,0,94413,0,200732,99572,68523,26518,0,0,79152,1174,42205,90509,0,13608,84453,12108,12526
2017-10-22,0,160948,0,221094,30290,99798,0,0,0,0,4595,78002,87420,0,14761,115567,17801,0
2017-10-23,0,12627,0,199453,0,66028,18,0,0,64130,0,87436,119777,69898,2217,91235,867,0
2017-10-24,140130,0,0,154144,0,90730,22842,0,0,130609,9138,79390,0,113378,0,85433,28918,32095
2017-10-25,178844,0,0,142969,95310,84037,14748,0,0,99298,0,51630,73322,83022,0,125931,62927,43753
2017-10-26,184703,47978,0,11931,109911,85876,8078,0,52390,74771,0,0,92510,77268,44744,86284,59679,17580
2017-10-27,151068,76314,0,218233,93902,77573,5830,137328,123020,0,0,46870,75521,81470,110323,109897,75853,41369
2017-10-28,144698,45751,0,211202,79546,52860,5145,84873,65680,0,18105,66895,0,102737,101468,43534,85724,32655
2017-10-29,168096,2258,0,188136,95207,53689,0,74043,74692,69454,6927,0,109777,0,0,125774,70194,56831
2017-10-30,209017,27904,0,173780,114621,66008,503,174770,22933,47680,0,75589,66539,40939,26225,97936,61356,103682
2017-10-31,199916,0,0,137275,0,75026,5427,145913,66823,44556,0,74271,75767,92820,72299,86638,55532,53153
2017-11-01,172269,0,0,161298,126531,0,7841,113478,0,46113,23291,89742,64015,107147,140630,78126,63792,59328
2017-11-02,194432,0,0,14083,62683,0,6474,129727,0,52746,86585,66648,123680,133101,106735,62574,75006,86613
2017-11-03,0,91379,0,210389,0,0,0,138198,24430,5538,92130,0,5666,0,85690,57064,0,31768
2017-11-04,239911,119575,0,209037,0,7969,0,107095,45175,0,79875,73061,59668,18194,92934,65921,215694,60481
2017-11-05,268455,120001,0,271571,0,0,0,164250,0,0,106523,80382,0,0,116397,59874,231392,28512
2017-11-06,233638,42638,0,300288,0,75636,568,89775,24331,23362,10767,70043,15123,60680,96346,53262,195586,99424
2017-11-07,232088,0,0,233224,0,68272,6437,146358,92094,46611,8090,97409,55003,118226,0,64442,54751,61935
2017-11-08,302546,0,0,166717,10995,51749,8386,105038,91399,1323,26871,102334,60247,93688,65726,33906,58642,82796
2017-11-09,289123,0,0,14779,0,65764,7459,109939,106849,41277,39423,74976,72998,115418,102478,60088,81741,66761
2017-11-10,0,57893,0,115870,122293,57815,8504,186882,28463,30149,8617,79141,18166,125258,68524,39121,0,95509
2017-11-11,275955,37813,0,135080,63906,46360,4291,144770,134351,7058,30209,0,43682,49271,145095,36340,71711,19634
2017-11-12,291909,47475,0,221129,0,79055,0,113209,142027,0,61602,107222,0,0,52740,61341,83627,0
2017-11-13,239550,5815,0,189490,39850,60079,476,173550,29771,45919,3142,0,57299,54559,91261,59892,68685,3138
2017-11-14,192023,58716,0,173933,0,63726,6446,132839,136335,57043,3745,93084,42083,107081,30842,45318,72917,57281
2017-11-15,201819,33983,60,192219,50760,59417,7575,0,133066,41261,35641,64079,0,97045,51157,34722,51971,49137
2017-11-16,209827,0,17,29017,9797,60867,8439,18079,36507,42136,13623,85047,22395,124363,160023,34384,81492,56713
2017-11-17,241908,0,0,187229,0,58519,7913,30142,130246,10999,6723,68026,40451,121971,135344,45013,689,28570
2017-11-18,445900,0,0,217305,0,71500,6729,149479,134945,13233,4137,113169,0,81832,92612,38257,10498,44249
2017-11-19,56350,0,0,237180,151453,48783,0,162095,0,0,0,115734,0,0,58109,58893,95454,5820
2017-11-20,216583,0,0,168881,53151,72592,578,134575,55786,49453,0,111559,0,48495,38104,59377,57530,4692
2017-11-21,244699,0,0,85813,55784,70179,7037,111387,147145,47526,26115,9091,46984,99690,124682,45188,73232,54803
2017-11-22,216579,0,0,176878,32952,67308,0,141946,0,63418,31987,102013,56510,81805,130648,6039,87373,43745
2017-11-23,259729,0,0,18017,114214,63112,0,150431,0,0,38007,54048,97324,91858,121330,42172,0,49580
2017-11-24,261887,0,0,175739,1081,71141,0,0,49437,40236,97690,0,152596,58814,98409,46161,81693,0
2017-11-25,181833,0,0,188518,0,60541,0,183413,151680,0,50353,30823,93452,52260,55265,44406,88149,30144
2017-11-26,0,0,0,246429,0,32811,0,111085,158426,0,43718,67687,65803,0,82390,54879,86919,21438
2017-11-27,233937,0,0,199210,0,31332,720,133937,40944,60569,29316,86634,84771,49225,4007,56318,0,30481
2017-11-28,108732,0,0,195447,0,42546,8138,146324,127191,52077,34523,0,0,97577,96592,43938,78813,44323
2017-11-29,91628,0,0,177643,0,78234,8959,106184,122598,52765,35463,72310,59774,104760,155749,27669,64093,39030
2017-11-30,261201,0,0,31570,0,49373,5529,110291,119855,56062,50834,82651,73511,124954,124748,64551,60840,34445
2017-12-01,34556,0,0,158474,0,51916,5914,86328,139446,43141,37107,84960,3685,115276,100688,49886,68643,6379
2017-12-02,228155,0,0,172642,0,48028,7227,0,45124,0,10610,57560,30301,50053,0,39801,54803,44492
2017-12-03,238608,0,0,222750,0,77989,0,144501,0,0,0,0,46462,0,1764,55912,71478,11287
2017-12-04,229647,0,21,188870,0,0,0,81800,30791,106910,0,113132,13614,50263,100927,48273,73960,70145
2017-12-05,219954,0,0,182651,0,88806,8356,0,51228,13471,36100,0,0,99873,38805,36535,75398,42612
2017-12-06,226601,0,0,199264,0,79032,622,0,29168,54849,41356,85626,0,101114,0,38322,126135,22588
2017-12-07,214530,0,0,355,0,327685,6712,56713,45912,45540,51568,0,0,98978,19761,61142,90259,41334
2017-12-08,0,0,0,170545,0,273730,2895,0,0,56038,5755,214112,77046,96004,72945,39146,0,0
2017-12-09,207928,0,0,340999,0,139757,8605,0,0,37382,0,102790,64393,69960,1192,100297,84488,68670
2017-12-10,205118,0,0,303632,0,122338,0,79043,0,63279,0,87431,0,0,0,44485,97492,0
2017-12-11,186399,0,0,186999,0,169074,2151,26500,68196,94115,46616,154143,64372,53476,68752,39680,124318,28970
2017-12-12,173932,0,0,178686,0,152423,8004,70981,0,176339,42374,79327,34772,121040,168051,45427,72326,52897
2017-12-13,194065,0,0,201517,0,125339,5260,37184,15766,64938,43702,71806,0,94249,123605,32625,56260,53497
2017-12-14,215475,0,0,15049,0,116179,11135,57521,0,0,6076,78116,56310,150380,86280,50250,69294,18386
2017-12-15,0,0,0,133466,0,86713,6931,51768,25074,0,22144,0,54811,44509,59443,46545,0,34059
2017-12-16,203199,0,0,196729,0,66071,16189,0,0,0,89472,65640,44360,57316,0,50501,73296,70255
2017-12-17,171519,0,0,231551,0,47589,0,0,0,0,120656,77604,44999,0,38050,62434,90211,16983
2017-12-18,158738,0,0,178881,0,73738,669,126343,0,58930,31395,80703,41189,41987,133489,40141,73791,31042
2017-12-19,151101,0,0,217848,0,88914,7616,116708,0,53866,38000,0,0,93987,162790,25207,0,44262
2017-12-20,147597,0,0,185295,71511,78240,6614,117595,0,72841,40535,70321,32722,94552,0,32934,74107,29301
2017-12-21,124904,0,0,15796,62831,71146,0,72078,0,65281,32058,49952,59866,70648,45415,48392,66252,75247
2017-12-22,0,0,0,162173,61024,74183,0,99408,0,50479,32498,75502,34634,97425,163980,38733,0,59683
2017-12-23,167576,52874,0,174157,51978,62196,0,92451,0,0,23322,69123,30664,36735,83445,68552,77657,31185
2017-12-24,162995,60520,0,227442,51963,74432,0,102484,7069,0,9724,0,0,0,69196,44182,65607,22223
2017-12-25,0,72029,0,61828,55309,59767,0,70966,153199,38526,0,109107,0,23916,0,40887,115152,78415
2017-12-26,160416,0,5,197255,72673,54955,0,42556,0,58483,15609,107545,0,45651,130023,44163,71132,28179
2017-12-27,172062,51253,0,187733,2857,61657,155,0,28369,52006,30161,56652,65630,101028,144362,82405,83696,29487
2017-12-28,205584,198108,0,28901,64273,68336,5012,57468,95810,45310,36300,0,76604,117306,61760,112568,83270,27699
2017-12-29,112637,2281,0,172566,64171,74068,16166,108667,0,44224,47866,82535,56729,109927,13559,77400,0,38604
2017-12-30,0,81687,0,190921,43037,77616,0,90084,31916,0,43652,58639,0,47000,45235,72135,87110,0
2017-12-31,174630,31410,57,134364,0,71505,4483,80182,128879,0,10637,0,14069,0,0,94148,102287,33481
2018-01-01,179034,0,9,199469,80678,45883,1762,118708,58759,0,54996,0,0,0,0,160099,73909,116460
2018-01-02,177932,0,636,154354,0,78286,10880,65173,0,37210,10958,116078,39221,136887,0,116183,87776,5819
2018-01-03,163453,0,70,193981,68958,74186,22958,41980,0,34279,0,113547,59922,110211,0,82264,73401,11926
2018-01-04,227192,0,0,16082,0,81582,45441,0,0,47986,0,116684,78045,121193,12612,102934,72313,0
2018-01-05,0,0,0,10945,78678,72986,0,56191,0,37501,0,131084,23576,125906,59073,80804,0,42876
2018-01-06,189305,0,23,189423,70912,68075,0,41723,0,0,0,67655,25704,61180,108075,92465,96560,8528
2018-01-07,187143,25229,0,187127,0,80776,0,36592,0,0,0,145309,0,0,89839,97625,90659,7548
2018-01-08,50124,27567,0,17777,107934,73840,0,38403,0,35869,20383,120559,56758,52503,0,52388,81601,35017
2018-01-09,183030,0,0,0,0,70252,0,29468,0,49841,41105,148000,36046,99585,0,55979,79158,14769
2018-01-10,171761,0,0,0,56291,64521,0,35290,0,41588,53912,53743,0,110821,38945,45008,80504,19946
2018-01-11,183641,0,0,0,0,59921,0,0,39745,43494,36166,0,43788,89784,134442,47113,74962,10725
2018-01-12,0,63696,0,0,78711,56130,0,41544,0,0,36538,93140,24555,97829,92697,47736,0,31789
2018-01-13,169822,9094,0,0,0,67377,0,34882,0,0,4312,123646,21692,83792,93589,92248,75395,25843
2018-01-14,176201,0,0,0,88830,57308,0,36447,77884,95286,0,0,0,0,95185,104533,83946,17539
2018-01-15,175100,0,0,0,68479,71716,0,36682,128196,52757,22448,135870,171754,64775,129111,150090,114943,38998
2018-01-16,161820,0,0,0,0,53919,0,0,0,45526,5972,61724,126900,112910,236636,132046,86641,5187
2018-01-17,178113,0,0,0,50971,56062,0,69818,12014,49978,35051,36652,110936,106805,75326,70592,71109,27600
2018-01-18,207642,11979,0,0,0,49184,0,43862,56083,6583,30968,48385,87143,108985,87021,98775,70005,25296
2018-01-19,0,18127,0,207801,16461,55719,0,45731,0,16660,14944,0,96128,91459,116109,89369,0,8570
2018-01-20,120847,0,0,177960,31687,20924,0,34050,0,0,26029,47233,83667,47595,138873,92291,96706,16704
2018-01-21,109582,0,0,183494,72384,65041,0,0,0,0,52462,56466,41313,0,1431,80703,93485,0
2018-01-22,135203,0,0,168298,54007,55161,0,85784,0,0,38235,82764,0,42396,182438,77739,79155,26688
2018-01-23,155955,0,0,201607,59340,43039,0,78277,0,0,49438,75679,17613,109523,168365,94211,85412,29952
2018-01-24,111893,0,0,326160,21571,65130,0,51550,29709,0,47761,0,41865,84270,135800,47555,74435,42802
2018-01-25,159536,0,0,8947,77342,57639,0,49441,0,0,37723,95432,37822,139217,141196,92166,113978,32359
2018-01-26,33249,0,0,205993,52742,56834,0,44050,28744,0,4376,0,0,109306,175324,103506,74809,29145
2018-01-27,137104,30964,0,318297,50065,31268,0,26406,0,0,0,0,0,51286,240305,97098,0,27976
2018-01-28,200377,145628,0,353626,0,60324,0,0,0,0,16077,23062,0,0,224838,126145,110838,0
2018-01-29,134905,22201,0,293216,14738,66911,0,59425,9199,40498,85318,27417,0,48170,196645,82711,112075,40313
2018-01-30,151543,69483,0,264005,53678,63218,5490,27961,100476,33875,97051,85283,0,63617,104883,66099,88945,0
2018-01-31,154757,45284,0,195552,89568,51085,2481,41160,15320,39803,42698,2907,19080,109070,13347,47757,66064,0
2018-02-01,170790,0,0,50471,67067,66066,0,50242,0,35829,35108,52332,47853,118594,38963,102147,55306,46262
2018-02-02,0,0,0,20140,70437,67038,0,32294,0,50089,1407,67840,51615,99794,0,54755,0,26112
2018-02-03,125963,0,0,223017,0,67397,0,41382,44803,0,90567,0,33492,56539,0,93729,76867,0
